,movie_cnt,movie_title,age,reviews,sent_number
87299,2615번,The Adventures of Tintin,6,I say the violence only tentatively  Men get shot stabbed yet blood is only seen once  Most people hold gunsfire weapons  Haddock goes quite crazy after drinking and he drinks a lot  Tintin is quite intelligent resourceful and tough  Thompson and Thompson are humorous in that they are slightly reminiscent of the three stooges  An interesting point is that only one woman is seen in the whole movie  She is only secondary however  Also a startling point is that no children are present whatsoever  Tintin may look young but that premonition is quickly blown away,10
87300,2615번,The Adventures of Tintin,6,I saw this movie when it came out in 3D this movie kept my intrest in this movie but my mom was kind of bored in some parts  so take your kids to see this movie it like indiana jones met pirates of the caribbean,2
87301,2615번,The Adventures of Tintin,6,Like my title the books were way better trust me I know I have them all even the ones not released in the US like Tintin in the Congo  The movie is still good and is a must see for any Tintin fan  The Rating is PG which is solid but it is leaning to PG13 there is a man who gets shot partway into the movie and it shows him falling to the ground with some blood  Drinking is also a main theme in the movie but the positive rollmodels and the messages in the movie more then make up for the bad things age wise  This is a movie almost any age could see if they didnt mind some violence and a little blood  The humor is great  All in all a great movie for anyone,7
87302,2615번,The Adventures of Tintin,6,When Nickelodeon Productions popped out of no where with the hit movie Rango I was baffled  It had a great mystery plot and best of all excellent CGI graphics  I loved it,3
87303,2615번,The Adventures of Tintin,6,Steven Spielbergs long awaited and hotly anticipated new holiday movie One of two the other being War Horse which I have yet to see myself The adventures of Tintin is for all of the rave reviews and huge foreign and worldwide box office success and the long year of hype and anticipation thrown at Spielbergs feet it is just absolutely heartbreaking for me to report that I was greatly disappointing  And to add I have been a lifelong fan of the original Herge comics so I am not exactly very new to the whole Tintin franchise in the first place Tintin is very nice looking in fact it quiet possibly and very easily has by far the best use of motioncapture animation and computer animation technology that I have ever seen in any movie thus far  But that is the only good thing bout it  Tintin is a lifeless extremely long and almost interminably dull movie that quit on the viewer long before it even gets to its depressing futile ending  It appears that the magic of Spielbergs movies have been absent from his films for some six or seven years now  Here just hoping that War Horse still has some of that left in it  But despite being Rated PG and being marketed heavily and almost completely towards children The Adventures of Tintin is certainly not for young kidsThere is infrequent but very intense and brutal for an animated movie cartoon violence with several rather harsh deaths and scenes which actually also have quiet of bit of animated blood  Also there is constant nonstop drinking and alcohol use and consumption in the form of the sidecharacter of Captain Haddock who is a great drunk  Finally there is extremely infrequent mild language with only one use of real profanity in the entire movie with that being in the form of dmn  So if you did like many people did happen to like it than great  I just wish it could have been much better than it unfortunately and depressingly was,11
87304,2615번,The Adventures of Tintin,6,The adventures of Tintin is great movie to see with family friends or by yourself  The main character is a young reporter who unknowingly falls into an adventure that takes him around the world  Tintin is well meaning and wants to help most people but also fights when he has to  I dont think many people noticed but there arent that many female characters but that doesnt hold it back  It is violent at sometimes one character getting machine gunned to death but thats the most violence  One character is usually drunk and people dont like it but he overcomes his alcoholism,6
87305,2615번,The Adventures of Tintin,6,Great animation  My rating Intense action crude humor drinking and a murder,2
87306,2615번,The Adventures of Tintin,6,The movie was very violent lots of gun fights dark and confusing for children   My 8yearold daughter laughed out loud a few times but she didnt understand the story  the pace was fast the vocabulary was often over her head and the allusions obscure,2
87307,2615번,The Adventures of Tintin,6,This movie is definitely familyfriendly but as a 13yearold I was seriously disappointed  It went on too long and there were only 2 laughoutloud moments in the entire movie  It didnt really capture my attention because the storyline was hard to follow  I eventually got it but it was just confusing  My personal opinion is that this movie was boring and would definitely be enjoyed more by younger kids,5
87308,2615번,The Adventures of Tintin,6,We run a pretty conservative household and I took my 4year old daughter and 6year old son   Bear in mind we have almost no computer time yet for them and very little TV    so our bar for acceptable media is pretty high   I was a little concerned some of the content could be scary for my daughter so we discussed in advance    Both kids just loved the movie  it was not scary to either of them and the violence was completely antiseptic in my view and not inappropriate at all   Believe me theres nothing appealing about Capt  Haddocks drinking  its a lot more likely to push kids away from a drink than towards it   Simply wonderful movie,7
